"event","pathogen","start_date","end_date","country","cuml_cases","cuml_confirmed_cases","cuml_deaths","cuml_confirmed_deaths","source"
"Hepatitis A virus_Europe_2018","Hepatitis A virus","2018-01-29","2018-05-06","Netherlands",8,"8","","","ECDC Rapid Risk Assessments"
"Hepatitis A virus_Europe_2018","Hepatitis A virus","2018-01-15","2018-05-06","Spain",10,"1","","","ECDC Rapid Risk Assessments"
"Hepatitis A virus_Europe_2018","Hepatitis A virus","2018-01-08","2018-05-06","United Kingdom",22,"22","","","ECDC Rapid Risk Assessments"
"Hepatitis A virus_Europe_2018_Frozen strawberries","Hepatitis A virus","2018-05-30","2018-09-20","",31,"","","","Eurosurveillance"
"Hepatitis A virus_Europe_2018_Frozen strawberries","Hepatitis A virus","2018-06-08","2018-09-20","Austria",14,"","","","Eurosurveillance"
"Hepatitis A virus_Europe_2018_Frozen strawberries","Hepatitis A virus","2018-05-30","2018-07-10","Sweden",17,"","","","Eurosurveillance"
"Hepatitis A virus_New Caledonia_2020","Hepatitis A virus","2020-02-01","2020-12-31","",100,"35","","","New Caledonia DASS Bulletin Epidemiologique"
"Hepatitis A virus_New Caledonia_2020","Hepatitis A virus","2020-02-01","2020-12-31","New Caledonia",100,"35","","","New Caledonia DASS Bulletin Epidemiologique"
"Hepatitis A virus_United States_2016","Hepatitis A virus","2017-03-01","2023-12-01","",44937,"","424","","US CDC Hepatitis A Outbreaks"
"Hepatitis A virus_United States_2016","Hepatitis A virus","2017-03-01","2023-12-01","United States",44937,"","424","","US CDC Hepatitis A Outbreaks"
"Hepatitis A virus_United States_2019_Fresh blackberries","Hepatitis A virus","2019-10-08","2019-11-15","",20,"","0","","US CDC Hepatitis A Outbreaks"
"Hepatitis A virus_United States_2019_Fresh blackberries","Hepatitis A virus","2019-10-08","2019-11-15","United States",20,"","0","","US CDC Hepatitis A Outbreaks"
"Hepatitis E virus_Burkina Faso_2020","Hepatitis E virus","2020-09-08","2020-11-24","",442,"10","16","","WHO DON"
"Hepatitis E virus_Burkina Faso_2020","Hepatitis E virus","2020-09-08","2020-11-24","Burkina Faso",442,"10","16","","WHO DON"
"Hepatitis E virus_Central African Republic_2018","Hepatitis E virus","2018-07-09","2019-11-03","",192,"147","1","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Hepatitis E virus_Central African Republic_2018","Hepatitis E virus","2018-07-09","2019-11-03","Central African Republic",192,"147","1","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Hepatitis E virus_Chad_2016","Hepatitis E virus","2016-08-01","2017-12-03","",1874,"98","23","","Multisource Fusion"
"Hepatitis E virus_Chad_2016","Hepatitis E virus","2016-08-01","2017-12-03","Chad",1874,"98","23","","Multisource Fusion"
"Hepatitis E virus_Namibia_2017","Hepatitis E virus","2017-09-08","2021-08-15","",8090,"2117","66","2","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Hepatitis E virus_Namibia_2017","Hepatitis E virus","2017-09-08","2021-08-15","Namibia",8090,"2117","66","2","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Hepatitis E virus_Niger_2017","Hepatitis E virus","2017-01-02","2017-11-19","",2087,"439","39","","Multisource Fusion"
"Hepatitis E virus_Niger_2017","Hepatitis E virus","2017-01-02","2017-11-19","Niger",2087,"439","39","","Multisource Fusion"
"Hepatitis E virus_Nigeria_2017","Hepatitis E virus","2017-05-03","2017-12-31","",1651,"182","8","","WHO AFRO Region Situation Reports"
"Hepatitis E virus_Nigeria_2017","Hepatitis E virus","2017-05-03","2017-12-31","Nigeria",1651,"182","8","","WHO AFRO Region Situation Reports"
"Hepatitis E virus_South Sudan_2018","Hepatitis E virus","2018-01-01","2020-12-31","",564,"","","","WHO DON"
"Hepatitis E virus_South Sudan_2018","Hepatitis E virus","2018-01-01","2020-12-31","South Sudan",564,"","","","WHO DON"
"Herpesvirus B_Japan_2019","Herpesvirus B","2019-11-29","2019-11-29","",1,"1","","","Media"
"Herpesvirus B_Japan_2019","Herpesvirus B","2019-11-29","2019-11-29","Japan",1,"1","","","Media"
"Human immunodeficiency virus_Pakistan_2016a","Human immunodeficiency virus","2016-01-01","2016-12-31","",12,"12","","","WHO DON"
"Human immunodeficiency virus_Pakistan_2016a","Human immunodeficiency virus","2016-01-01","2016-12-31","Pakistan",12,"12","","","WHO DON"
"Human immunodeficiency virus_Pakistan_2016b","Human immunodeficiency virus","2016-01-01","2016-12-31","",206,"206","","","WHO DON"
"Human immunodeficiency virus_Pakistan_2016b","Human immunodeficiency virus","2016-01-01","2016-12-31","Pakistan",206,"206","","","WHO DON"
"Human immunodeficiency virus_Pakistan_2018","Human immunodeficiency virus","2018-01-01","2018-12-31","",21000,"","","","WHO DON"
"Human immunodeficiency virus_Pakistan_2018","Human immunodeficiency virus","2018-01-01","2018-12-31","Pakistan",21000,"","","","WHO DON"
"Human immunodeficiency virus_Pakistan_2019","Human immunodeficiency virus","2019-04-25","2019-06-28","",876,"876","","","WHO DON"
"Human immunodeficiency virus_Pakistan_2019","Human immunodeficiency virus","2019-04-25","2019-06-28","Pakistan",876,"876","","","WHO DON"
"Jamestown Canyon virus_United States_2017","Jamestown Canyon virus","2017-04-30","2017-12-30","",67,"","","","Morbidity and Mortality Weekly Report"
"Jamestown Canyon virus_United States_2017","Jamestown Canyon virus","2017-04-30","2017-12-30","United States",67,"","","","Morbidity and Mortality Weekly Report"
"Japanese encephalitis virus_India_2015","Japanese encephalitis virus","2015-01-01","2015-12-31","",1731,"","291","","National Vector Borne Disease Control Programme"
"Japanese encephalitis virus_India_2015","Japanese encephalitis virus","2015-01-01","2015-12-31","India",1731,"","291","","National Vector Borne Disease Control Programme"
"Japanese encephalitis virus_India_2016","Japanese encephalitis virus","2016-01-01","2016-10-02","",974,"","167","","National Vector Borne Disease Control Programme"
"Japanese encephalitis virus_India_2016","Japanese encephalitis virus","2016-01-01","2016-10-02","India",974,"","167","","National Vector Borne Disease Control Programme"
"Japanese encephalitis virus_India_2017","Japanese encephalitis virus","2017-01-01","2017-12-24","",12943,"2043","1001","230","National Vector Borne Disease Control Programme"
"Japanese encephalitis virus_India_2017","Japanese encephalitis virus","2017-01-01","2017-12-24","India",12943,"2043","1001","230","National Vector Borne Disease Control Programme"
"Klebsiella pneumoniae_Germany_2019","Klebsiella pneumoniae","2019-06-20","2019-09-30","",17,"17","","","ECDC Rapid Risk Assessments"
"Klebsiella pneumoniae_Germany_2019","Klebsiella pneumoniae","2019-06-20","2019-09-30","Germany",17,"17","","","ECDC Rapid Risk Assessments"
"Kyasanur Forest disease virus_India_2016","Kyasanur Forest disease virus","2016-10-01","2017-06-30","",461,"218","25","8","Multisource Fusion"
"Kyasanur Forest disease virus_India_2016","Kyasanur Forest disease virus","2016-10-01","2017-06-30","India",461,"218","25","8","Multisource Fusion"
"La Crosse virus_United States_2020","La Crosse virus","2020-04-12","2020-11-21","",72,"72","","","CDC National Notifiable Infectious Diseases"
"La Crosse virus_United States_2020","La Crosse virus","2020-04-12","2020-11-21","United States",72,"72","","","CDC National Notifiable Infectious Diseases"
"Lassa virus_Benin_2016","Lassa virus","2016-01-21","2016-04-10","",54,"16","28","2","WHO DON"
"Lassa virus_Benin_2016","Lassa virus","2016-01-21","2016-04-10","Benin",54,"16","28","2","WHO DON"
"Lassa virus_Benin_2017","Lassa virus","2017-12-15","2018-03-05","",24,"5","9","5","WHO AFRO Region Situation Reports"
"Lassa virus_Benin_2017","Lassa virus","2017-12-15","2018-03-05","Benin",24,"5","9","5","WHO AFRO Region Situation Reports"
"Lassa virus_Burkina Faso_2017","Lassa virus","2017-03-03","2017-03-03","",1,"1","1","1","WHO DON"
"Lassa virus_Burkina Faso_2017","Lassa virus","2017-03-03","2017-03-03","Togo",1,"1","1","1","WHO DON"
"Lassa virus_Ghana_2018","Lassa virus","2018-02-23","2018-02-28","",1,"1","1","1","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Lassa virus_Ghana_2018","Lassa virus","2018-02-23","2018-02-28","Ghana",1,"1","1","1","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Lassa virus_Guinea_2017","Lassa virus","2017-12-29","2018-01-11","",1,"1","1","1","WHO DON"
"Lassa virus_Guinea_2017","Lassa virus","2017-12-29","2018-01-11","Liberia",1,"1","1","1","WHO DON"
"Lassa virus_Guinea_2019","Lassa virus","2019-01-28","2019-09-01","",12,"1","1","1","ANSS Bulletin Epidemiologique Hebdomadaire de la Guinee"
"Lassa virus_Guinea_2019","Lassa virus","2019-01-28","2019-09-01","Guinea",12,"1","1","1","ANSS Bulletin Epidemiologique Hebdomadaire de la Guinee"
"Lassa virus_Liberia_2016","Lassa virus","2016-01-01","2016-05-18","",38,"6","15","","WHO DON"
"Lassa virus_Liberia_2016","Lassa virus","2016-01-01","2016-05-18","Liberia",38,"6","15","","WHO DON"
"Lassa virus_Liberia_2017","Lassa virus","2017-01-06","2017-12-31","",42,"30","19","12","Liberia Ministry of Health IDSR"
"Lassa virus_Liberia_2017","Lassa virus","2017-01-06","2017-12-31","Liberia",42,"30","19","12","Liberia Ministry of Health IDSR"
"Lassa virus_Liberia_2018","Lassa virus","2018-01-07","2018-08-12","",44,"20","13","13","Liberia Ministry of Health IDSR"
"Lassa virus_Liberia_2018","Lassa virus","2018-01-07","2018-08-12","Liberia",44,"20","13","13","Liberia Ministry of Health IDSR"
"Lassa virus_Liberia_2019","Lassa virus","2019-01-17","2020-11-15","",130,"98","42","37","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Lassa virus_Liberia_2019","Lassa virus","2019-01-17","2020-11-15","Liberia",130,"98","42","37","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Lassa virus_Nigeria_2015","Lassa virus","2015-08-01","2016-05-17","",273,"165","149","89","WHO DON"
"Lassa virus_Nigeria_2015","Lassa virus","2015-08-01","2016-05-17","Nigeria",273,"165","149","89","WHO DON"
"Lassa virus_Nigeria_2016","Lassa virus","2016-12-12","2017-12-31","",733,"143","71","39","Multisource Fusion"
"Lassa virus_Nigeria_2016","Lassa virus","2016-12-12","2017-12-31","Nigeria",733,"143","71","39","Multisource Fusion"
"Lassa virus_Nigeria_2018","Lassa virus","2018-01-01","2019-02-24","",663,"642","191","171","Multisource Fusion"
"Lassa virus_Nigeria_2018","Lassa virus","2018-11-23","2019-02-24","Benin",10,"9","0","","Multisource Fusion"
"Lassa virus_Nigeria_2018","Lassa virus","2018-01-01","2018-12-31","Nigeria",653,"633","191","171","Multisource Fusion"
"Lassa virus_Nigeria_2019","Lassa virus","2019-01-01","2021-01-03","",8852,"2027","437","420","Multisource Fusion"
"Lassa virus_Nigeria_2019","Lassa virus","2020-02-11","2020-02-24","Benin",4,"4","1","1","Multisource Fusion"
"Lassa virus_Nigeria_2019","Lassa virus","2019-01-01","2021-01-03","Nigeria",8846,"2022","434","418","Multisource Fusion"
"Lassa virus_Nigeria_2019","Lassa virus","2019-01-02","2019-02-21","Togo",2,"1","2","1","Multisource Fusion"
"Lassa virus_Sierra Leone_2017","Lassa virus","2017-02-06","2017-04-11","",100,"7","5","4","Multisource Fusion"
"Lassa virus_Sierra Leone_2017","Lassa virus","2017-02-06","2017-04-11","Sierra Leone",100,"7","5","4","Multisource Fusion"
"Lassa virus_Sierra Leone_2018","Lassa virus","2018-01-01","2018-12-31","",23,"23","14","14","WHO DON"
"Lassa virus_Sierra Leone_2018","Lassa virus","2018-01-01","2018-12-31","Sierra Leone",23,"23","14","14","WHO DON"
"Lassa virus_Sierra Leone_2019","Lassa virus","2019-01-01","2019-11-24","",184,"13","9","7","WHO DON"
"Lassa virus_Sierra Leone_2019","Lassa virus","2019-11-11","2019-11-23","Netherlands",2,"2","1","1","WHO DON"
"Lassa virus_Sierra Leone_2019","Lassa virus","2019-01-01","2019-11-24","Sierra Leone",182,"11","8","6","WHO DON"
"Lassa virus_Sweden_2016","Lassa virus","2016-03-08","2016-03-08","",1,"1","0","","WHO DON"
"Lassa virus_Sweden_2016","Lassa virus","2016-03-08","2016-03-08","Sweden",1,"1","0","","WHO DON"
"Lassa virus_Togo_2016","Lassa virus","2016-02-12","2016-03-05","",3,"3","1","1","WHO DON"
"Lassa virus_Togo_2016","Lassa virus","2016-03-02","2016-03-02","Germany",1,"1","","","WHO DON"
"Lassa virus_Togo_2016","Lassa virus","2016-02-12","2016-03-05","Togo",2,"2","1","1","WHO DON"
"Lassa virus_Togo_2017","Lassa virus","2017-03-02","2017-03-02","",1,"1","","","WHO DON"
"Lassa virus_Togo_2017","Lassa virus","2017-03-02","2017-03-02","Togo",1,"1","","","WHO DON"
"Lassa virus_United States_2015","Lassa virus","2015-05-18","2015-05-25","",1,"1","1","1","WHO DON"
"Lassa virus_United States_2015","Lassa virus","2015-05-18","2015-05-25","United States",1,"1","1","1","WHO DON"
"Legionella pneumophila_United States_2019","Legionella pneumophila","2019-09-13","2019-09-27","",171,"136","4","4","North Carolina DHHS Legionellosis Outbreak"
"Legionella pneumophila_United States_2019","Legionella pneumophila","2019-09-13","2019-09-27","United States",171,"136","4","4","North Carolina DHHS Legionellosis Outbreak"
"Legionella sp._United States_2019","Legionella sp.","2019-09-20","2019-11-15","",8,"8","","","Northeast Texas Public Health District Press Releases"
"Legionella sp._United States_2019","Legionella sp.","2019-09-20","2019-11-15","United States",8,"8","","","Northeast Texas Public Health District Press Releases"
"Leishmania sp._Chad_2018","Leishmania sp.","2018-01-01","2021-09-30","",156,"15","13","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Leishmania sp._Chad_2018","Leishmania sp.","2018-01-01","2021-09-30","Chad",156,"15","13","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Leishmania sp._Ethiopia_2019","Leishmania sp.","2019-06-09","2019-09-21","",153,"33","9","3","MedRxiv Preprint Server"
"Leishmania sp._Ethiopia_2019","Leishmania sp.","2019-06-09","2019-09-21","Ethiopia",153,"33","9","3","MedRxiv Preprint Server"
"Leishmania sp._Kenya_2020","Leishmania sp.","2020-01-01","2023-08-10","",2395,"2205","10","10","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Leishmania sp._Kenya_2020","Leishmania sp.","2020-01-01","2023-08-10","Kenya",2395,"2205","10","10","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Leptospira sp._Sri Lanka_2019","Leptospira sp.","2019-01-01","2019-12-31","",5933,"","","","Sri Lanka MOH Disease Surveillance Trends"
"Leptospira sp._Sri Lanka_2019","Leptospira sp.","2019-01-01","2019-12-31","Sri Lanka",5933,"","","","Sri Lanka MOH Disease Surveillance Trends"
"Listeria monocytogenes_Australia_2018","Listeria monocytogenes","2018-01-17","2018-04-16","",22,"21","8","4","Media"
"Listeria monocytogenes_Australia_2018","Listeria monocytogenes","2018-01-17","2018-04-06","Australia",20,"19","7","3","Media"
"Listeria monocytogenes_Australia_2018","Listeria monocytogenes","2018-04-16","2018-04-16","Singapore",2,"2","1","1","Media"
"Listeria monocytogenes_Australia_2019_Smoked salmon","Listeria monocytogenes","2019-07-24","2019-07-24","",3,"3","2","2","Australia DOH News"
"Listeria monocytogenes_Australia_2019_Smoked salmon","Listeria monocytogenes","2019-07-24","2019-07-24","Australia",3,"3","2","2","Australia DOH News"
"Listeria monocytogenes_Canada_2017_Diced chicken","Listeria monocytogenes","2017-11-01","2019-06-30","",7,"7","","","PHAC Public Health Notices"
"Listeria monocytogenes_Canada_2017_Diced chicken","Listeria monocytogenes","2017-11-01","2019-06-30","Canada",7,"7","","","PHAC Public Health Notices"
"Listeria monocytogenes_Europe_2015_Frozen corn","Listeria monocytogenes","2015-12-01","2018-06-15","",47,"47","9","9","ECDC Rapid Risk Assessments"
"Listeria monocytogenes_Europe_2015_Frozen corn","Listeria monocytogenes","2016-10-01","2018-06-15","Austria",2,"2","1","1","ECDC Rapid Risk Assessments"
"Listeria monocytogenes_Europe_2015_Frozen corn","Listeria monocytogenes","2017-01-01","2018-06-15","Denmark",4,"4","1","1","ECDC Rapid Risk Assessments"
"Listeria monocytogenes_Europe_2015_Frozen corn","Listeria monocytogenes","2016-10-01","2018-06-15","Finland",23,"23","2","2","ECDC Rapid Risk Assessments"
"Listeria monocytogenes_Europe_2015_Frozen corn","Listeria monocytogenes","2016-05-01","2018-06-15","Sweden",7,"7","3","3","ECDC Rapid Risk Assessments"
"Listeria monocytogenes_Europe_2015_Frozen corn","Listeria monocytogenes","2015-12-01","2018-06-15","United Kingdom",11,"11","2","2","ECDC Rapid Risk Assessments"
"Listeria monocytogenes_Europe_2015_Salmon","Listeria monocytogenes","2015-10-01","2018-05-31","",12,"12","4","4","ECDC Rapid Risk Assessments"
"Listeria monocytogenes_Europe_2015_Salmon","Listeria monocytogenes","2015-10-01","2017-08-31","Denmark",6,"6","1","1","ECDC Rapid Risk Assessments"
"Listeria monocytogenes_Europe_2015_Salmon","Listeria monocytogenes","2016-06-01","2016-06-30","France",1,"1","","","ECDC Rapid Risk Assessments"
"Listeria monocytogenes_Europe_2015_Salmon","Listeria monocytogenes","2017-08-01","2018-05-31","Germany",5,"5","3","3","ECDC Rapid Risk Assessments"
"Listeria monocytogenes_France_2018_Organic dairy products","Listeria monocytogenes","2018-02-01","2019-09-10","",8,"8","2","2","Sante publique France Articles"
"Listeria monocytogenes_France_2018_Organic dairy products","Listeria monocytogenes","2018-02-01","2019-09-10","France",8,"8","2","2","Sante publique France Articles"
"Listeria monocytogenes_France_2019_Pork tongue","Listeria monocytogenes","2019-11-20","2019-11-20","",8,"8","","","France Ministere de Agriculture Alerte Sanitaire"
"Listeria monocytogenes_France_2019_Pork tongue","Listeria monocytogenes","2019-11-20","2019-11-20","France",8,"8","","","France Ministere de Agriculture Alerte Sanitaire"
"Listeria monocytogenes_Germany_2016_ready-to-eat fish cluster 1","Listeria monocytogenes","2016-01-01","2023-12-05","",64,"64","10","10","ECDC Rapid Risk Assessments"
